reserved; §RAttack -1;Réservé;Reserviert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
resolute; §GDefence +2;Résolu;Resolut;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ruthless;Ruthless;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rebellious;Rebellious;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
skilled; §GAttack +1;Talentueux;Geschickt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
secretive;Secretive;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
shrinking_violet;Shrinking Violet;Timoré;Mauerblümchen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sinner;Sinner;;;;;;;;;;;;x,,,
strange;Strange;Étrange;Merkwürdig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stout; §GDefence +1;Solide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
soldierly; §GAttack +1;Militaire;Soldatisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spirited; §GDefence +2;Fougueux;Sprühend;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stalwart; §GAttack +1 Defence +1;Robuste;Robust;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
soft; §RAttack -2;Indolent;Weich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spineless; §RAttack -2;Mou;Rückgratlos;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
stouthearted; §GAttack +1;Intrépide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
steadfast; §GAttack +2;Inébranlable;Solide;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
scared; §RDefence -1;Craintif;Verängstigt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
shirker; §RDefence -1;Tire-au-flanc;Drückeberger;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
smart_p;Smart;Habile;Schlau;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sharp;Sharp;Malin;Klug;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
timid; §RAttack -1;Timide;Furchtsam;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
tactful;Tactful;Délicat;Taktvoll;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unflinching; §GAttack +3;Opiniâtre;Entschlossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unruly;Unruly;Insoumis;Widerborstig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
undisciplined;Undisciplined;Indiscipliné;Undiszipliniert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unforgiving;Unforgiving;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unmanly; §RAttack -3;Lâche;Unmännlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unsound;Unsound;Dangereux;Unzuverlässig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vainglorious;Vainglorious;Vaniteux;Prahlerisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vicious; §GAttack +2;Violent;Bösartig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wrathful; §GAttack +2;Courroucé;Zornerfüllt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wretched; §RAttack -1;Misérable;Jämmerlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yellow; §RAttack -4;Trouillard;Memme;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
no_background; §RAttack -2 Defence -2;Aucun(e);Nichts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ambitious_careerist;Ambitious Careerist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
architect;Architect;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
armchair_general;Armchair General;Général de façade;Sesselgeneral;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
artillerist; §GDefence +1;Artilleur;Artillerist;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
amateur; §RDefence -1;Amateur;Amateur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
aristocrat;Aristocrat;Aristocrate;Aristokrat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
adventurer; §GAttack +2;Aventurier;Abenteurer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
butcher;Butcher;Boucher;Schlächter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bureaucrat_speed;Bureaucrat Speed;Vitesse de bureaucrate;Bürokratische Geschwindigkeit;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brownnoser; §GAttack +1;Lèche-cul;Stiefellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brilliant_strategist;Brilliant Strategist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bootlicker; §GDefence +1;Lèche-bottes;Speichellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cavalry_school; §GAttack +2;École de cavalerie;Kavallerieschule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_recruit;Colonial Recruit;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_b; §RDefence -2;Colonial;Kolonial;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cartographer;Cartographer;Cartographe;Kartograf;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cursed_luck; §GAttack +2 Defence +2;Malchanceux;Vom Pech verflucht;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
corrupt;Corrupt;Corrompu;Korrupt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
clueless; §RAttack -1;Ignorant;Ahnungslos;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
debutante;Debutante;Débutant;Debütant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
disgraced;Disgraced;Déshonoré;In Ungnade Gefallener;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
drillmaster;Drillmaster;Sergent instructeur;Zuchtmeister;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
diplomat;Diplomat;Diplomate;Diplomat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
engineer;Engineer;Génie;Ingenieur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
entrepreneur;Entrepreneur;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
exranker;Exranker;Ancien militaire;Ex-Gefreiter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
expert_raider; §GAttack +2;Commando expérimenté;Überfallexperte;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
eccentric_genius; §GAttack +2;Génie excentrique;Exzentrisches Genie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elder_statesmen;Elder Statesman;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elderly;Elderly;Âgé;Älter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ethnic;Ethnic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
gifted_administrator;Gifted Administrator;Administrateur doué;Begabter Administrator;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
generals_aide; §GDefence +1;Aide de camp;Generalsadjutant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
hated; §GAttack +1 Defence +1;Odieux;Gehasst;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
innovative_tactician; §GAttack +1;Tacticien novateur;Innovativer Taktiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
immoral;Immoral;Immoral;Unmoralisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
introverted_philosopher;Introverted Philosopher;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
incompetent;Incompetent;Incompétent;Inkompetent;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
intellectual;Intellectual;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
military_theoretician;Military Theoretician;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
megalomaniac; §RAttack -2;Mégalomane;Megalomane;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
mercenary;Mercenary;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
feeble;Feeble;;;;;;;;;;;;x,,,
harsh_disciplinarian;Harsh Disciplinarian;;;;;;;;;;;;x,,,
fearsome;Fearsome;;;;;;;;;;;;x,,,
independent;Independent-Minded;;;;;;;;;;;;x,,,
bureaucrat;Bureaucrat;;;;;;;;;;;;x,,,
member_of_elite;Member of the Elite;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
natural_born_leader; §GAttack +1;Leader naturel;Geborener Anführer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
nationalist; §GAttack +1;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
old_school; §GAttack +1 §RDefense -2;Vieille école;Alte Schule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
poet; §GAttack +1;Poète;Poet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
priest;Priest;Prêtre;Priester;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
professor; §RAttack -1 Defence -1;Professeur;Professor;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
powerful_friends;Powerful Friends;Amis puissants;Mächtige Freunde;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
pawn;Pawn;Pion;Pfand;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
questionable_loyalties;Questionable Loyalties;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
renowned_adventurer;Renowned Adventurer;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
politician;Politician;Politicien;Politiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rising_star;Rising Star;Étoile montante;Aufsteigender Stern;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_fanatic;Religious Fanatic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_leader;Religious Leader;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
railroad_man;Railroad Man;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rags_to_riches;Rags to Riches;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
son_of_hero;Hero's Son;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spoiled; §GAttack +2;Gâté;Verwöhnt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_defense; §GDefense +3;École de défense;Schule der Verteidigung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_offense; §GAttack +1;École d'attaque;Schule der Offensive;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_the_bayonet; §GAttack +2;École de la baïonnette;Schule des Bajonetts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_firepower; §GAttack +1;École de la puissance de feu;Schule der Feuerkraft;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sad_sack; §RAttack -2;Raté;Trauriger Sack;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
state_ideologue;State Ideologue;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sucker; §RAttack -1;Gogo;Trottel;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sycophant;Sycophant;Flagorneur;Kriecher;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
toady; §GAttack +1;Flatteur;Schleimer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
turncoat;Turncoat;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
university_educated;University Educated;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
uncommonly_young; §GAttack +1 Defence +1;Singulièrement jeune;Ungewöhnlich jung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfit; §RAttack -2;Inapte;Ungeeignet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unqualified;Unqualified;Non qualifié;Unqualifiziert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfulfilled_potential;Unfulfilled Potential;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
warmonger;Warmonger;Belliciste;Kriegstreiber;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
war_college; §GAttack +1;École militaire;Militärakademie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wounded_veteran;Wounded Veteran;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
womanizer;Womanizer;Coureur de jupons;Schürzenjäger;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yesman;Yesman;Béni-oui-oui;Jasager;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
arab_revolt_ended;Arab Revolt Ended;;;;;;;;;;;;x,,,
newly_released_nation;Newly-Formed Nation;;;;;;;;;;;;x,,,
crop_rotation;Crop Rotation;;;;;;;;;;;;x,,,
crop_rotation_desc;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;x,,,
phosphates;Phosphates;;;;;;;;;;;;x,,,
phosphates_desc;Phosphates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
nitrates;Nitrates;;;;;;;;;;;;x,,,
nitrates_desc;Nitrates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
will_support_entre_rios;Pledged Support to Entre Rios;;;;;;;;;;;;x,,,
shaft_mine;Shaft Mining;;;;;;;;;;;;x,,,
shaft_mine_desc;Deep shaft mining has been developed in the province.;;;;;;;;;;;;x,,,
pit_mine;Pit Mining;;;;;;;;;;;;x,,,
pit_mine_desc;Pit mining has been developed in the province.;;;;;;;;;;;;x,,,
strip_mine;Strip Mining;;;;;;;;;;;;x,,,
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;x,,,
tax_reforms;National Tax Reforms;;;;;;;;;;;;x,,,
tax_reforms_desc;Recent reforms to tax laws have increased our tax efficiency… at least until those laws are repealed or loopholes found to evade them.;;;;;;;;;;;;x,,,
intense_farming;Intensive Farming;;;;;;;;;;;;x,,,
